2515.9499,1442.0474197702642
28,3051,2023-04-26T15:46:54.505269
26,1630,2023-04-26T23:36:54.505271
19,4654,2023-04-26T13:57:54.505272
29,1501,2023-04-26T14:50:54.505274
8,3551,2023-04-27T05:35:54.505276
9,134,2023-04-27T11:15:54.505278
28,2942,2023-04-26T20:29:54.505279
5,1485,2023-04-26T18:37:54.505281
25,96,2023-04-26T18:13:54.505283
19,4935,2023-04-27T08:12:54.505284
23,2026,2023-04-26T23:19:54.505286
4,2028,2023-04-26T22:08:54.505288
15,1114,2023-04-27T01:42:54.505289
28,3387,2023-04-26T19:20:54.505291
6,2832,2023-04-26T20:53:54.505293
9,3809,2023-04-27T11:05:54.505295
27,4499,2023-04-26T14:57:54.505296
23,363,2023-04-27T03:27:54.505298
26,4244,2023-04-27T02:13:54.505300
8,707,2023-04-26T17:40:54.505301
20,1330,2023-04-26T17:55:54.505303
14,4238,2023-04-27T06:24:54.505305
15,4809,2023-04-26T14:06:54.505306
5,4260,2023-04-27T06:46:54.505308
22,2798,2023-04-26T21:15:54.505310
14,3109,2023-04-26T20:25:54.505312
24,4888,2023-04-27T04:45:54.505313
5,1058,2023-04-27T06:44:54.505315
18,3085,2023-04-27T01:31:54.505317
18,3657,2023-04-26T15:36:54.505319
0,4564,2023-04-27T01:43:54.505320
21,1704,2023-04-26T16:29:54.505322
19,219,2023-04-26T14:32:54.505324
22,3508,2023-04-26T17:55:54.505325
2,4751,2023-04-27T05:36:54.505327
20,3849,2023-04-27T00:18:54.505329
26,2234,2023-04-27T00:04:54.505330
9,2915,2023-04-26T14:43:54.505332
8,2810,2023-04-27T13:12:54.505334
9,818,2023-04-27T07:10:54.505336
24,1614,2023-04-26T19:31:54.505337
15,403,2023-04-26T19:50:54.505339
2,855,2023-04-27T02:00:54.505341
16,159,2023-04-26T14:18:54.505342
10,10331,2023-04-26T18:58:54.505344
18,4896,2023-04-26T22:56:54.505346
11,1183,2023-04-26T16:31:54.505347
12,4889,2023-04-27T05:46:54.505349
7,25,2023-04-27T12:28:54.505351
15,660,2023-04-26T16:50:54.505353
26,2815,2023-04-27T07:49:54.505354
8,632,2023-04-26T22:14:54.505356
9,3922,2023-04-26T22:58:54.505358
27,1251,2023-04-27T11:10:54.505359
1,4692,2023-04-26T19:20:54.505361
5,16,2023-04-27T13:17:54.505363
8,898,2023-04-26T21:58:54.505365
9,1203,2023-04-27T08:11:54.505366
9,2445,2023-04-26T15:34:54.505368
1,1886,2023-04-26T13:39:54.505370
0,336,2023-04-27T05:17:54.505371
24,3843,2023-04-26T23:38:54.505373
3,457,2023-04-26T15:24:54.505375
22,3147,2023-04-26T14:50:54.505377
3,4042,2023-04-27T02:43:54.505378
14,4312,2023-04-27T00:35:54.505380
24,527,2023-04-27T08:59:54.505382
17,1982,2023-04-26T18:10:54.505384
27,1630,2023-04-26T19:05:54.505385
26,3470,2023-04-27T01:03:54.505387
2,2526,2023-04-27T00:11:54.505389
25,3099,2023-04-27T06:17:54.505391
15,2095,2023-04-26T20:49:54.505392
15,580,2023-04-26T20:32:54.505400
8,2545,2023-04-27T06:45:54.505402
13,2611,2023-04-27T01:59:54.505404
27,555,2023-04-26T16:03:54.505406
7,838,2023-04-27T08:23:54.505407
24,1377,2023-04-26T13:40:54.505409
2,2157,2023-04-26T18:07:54.505411
19,2932,2023-04-26T16:12:54.505412
1,1597,2023-04-26T14:36:54.505414
11,1356,2023-04-27T00:10:54.505416
15,1348,2023-04-27T08:38:54.505418
19,1020,2023-04-27T00:17:54.505420
16,1213,2023-04-27T04:33:54.505421
29,1214,2023-04-26T22:33:54.505423
9,559,2023-04-27T07:00:54.505425
14,3649,2023-04-27T12:36:54.505427
17,3627,2023-04-27T00:49:54.505428
21,190,2023-04-26T17:45:54.505430
11,2522,2023-04-27T01:27:54.505432
0,888,2023-04-27T07:28:54.505434
21,1333,2023-04-27T08:44:54.505435
14,4756,2023-04-26T20:04:54.505437
13,3433,2023-04-27T02:32:54.505439
28,1160,2023-04-26T20:47:54.505441
1,1400,2023-04-26T20:57:54.505443
27,2231,2023-04-27T11:29:54.505444
19,4412,2023-04-27T01:43:54.505446
14,4491,2023-04-27T07:19:54.505448
13,1947,2023-04-27T11:05:54.505449
10,4319,2023-04-27T04:43:54.505451
24,54,2023-04-26T17:10:54.505453
19,2453,2023-04-26T22:18:54.505454
17,4278,2023-04-26T16:31:54.505456
0,4119,2023-04-27T00:38:54.505458
7,2695,2023-04-27T01:20:54.505460
5,2410,2023-04-26T18:50:54.505461
27,3474,2023-04-27T02:16:54.505463
4,3949,2023-04-26T14:20:54.505465
2,4979,2023-04-27T01:59:54.505466
27,2304,2023-04-26T15:17:54.505468
29,198,2023-04-27T10:07:54.505470
4,4436,2023-04-27T01:14:54.505471
17,3146,2023-04-27T11:35:54.505473
8,780,2023-04-27T11:20:54.505478
9,3889,2023-04-26T18:06:54.505479
13,2340,2023-04-26T13:50:54.505481
0,1540,2023-04-26T19:49:54.505483
12,1304,2023-04-27T00:00:54.505484
11,1870,2023-04-26T19:00:54.505486
12,3831,2023-04-27T01:07:54.505488
26,2790,2023-04-27T03:17:54.505490
15,2620,2023-04-27T05:41:54.505491
5,1983,2023-04-26T23:42:54.505493
8,3277,2023-04-27T12:42:54.505495
16,3065,2023-04-26T17:25:54.505497
15,2411,2023-04-26T16:39:54.505498
15,503,2023-04-26T19:30:54.505500
11,4518,2023-04-26T13:52:54.505502
1,1444,2023-04-26T23:10:54.505503
8,4574,2023-04-27T04:01:54.505505
10,896,2023-04-27T08:18:54.505507
19,4872,2023-04-27T11:08:54.505509
21,4841,2023-04-26T14:57:54.505510
22,4895,2023-04-27T07:22:54.505512
28,1833,2023-04-26T16:34:54.505514
23,260,2023-04-27T09:38:54.505515
27,4315,2023-04-26T21:24:54.505517
5,3389,2023-04-27T06:33:54.505519
25,832,2023-04-26T14:36:54.505521
8,1524,2023-04-27T04:25:54.505522
19,2675,2023-04-27T11:19:54.505524
1,3185,2023-04-26T13:40:54.505526
27,632,2023-04-26T17:17:54.505527
10,9209,2023-04-27T09:26:54.505529
19,1560,2023-04-26T20:00:54.505531
5,2845,2023-04-26T16:16:54.505532
20,930,2023-04-27T07:31:54.505534
17,4514,2023-04-27T09:51:54.505536
24,232,2023-04-27T10:32:54.505537
23,526,2023-04-26T23:19:54.505539
16,3500,2023-04-27T06:19:54.505541
9,954,2023-04-27T06:16:54.505543
5,4473,2023-04-27T06:02:54.505544
24,2206,2023-04-26T18:40:54.505546
28,2204,2023-04-26T16:47:54.505548
8,3747,2023-04-26T22:31:54.505549
5,4492,2023-04-27T10:56:54.505551
14,2635,2023-04-27T10:33:54.505553
22,559,2023-04-27T13:32:54.505554
22,4271,2023-04-27T01:53:54.505556
5,4082,2023-04-26T14:57:54.505558
26,4753,2023-04-27T00:15:54.505560
25,3281,2023-04-27T02:23:54.505561
2,4319,2023-04-27T12:22:54.505563
16,4177,2023-04-26T14:04:54.505565
6,2059,2023-04-27T12:27:54.505566
23,976,2023-04-26T14:56:54.505568
5,4936,2023-04-27T02:49:54.505570
2,2750,2023-04-27T09:23:54.505571
22,3120,2023-04-26T20:13:54.505573
14,4238,2023-04-27T12:56:54.505575
24,1335,2023-04-26T18:14:54.505577
10,6997,2023-04-27T09:25:54.505578
10,3586,2023-04-27T05:23:54.505580
5,236,2023-04-27T13:25:54.505582
15,3148,2023-04-26T21:10:54.505583
15,4467,2023-04-26T13:58:54.505585
23,3209,2023-04-26T16:49:54.505587
2,3648,2023-04-27T08:35:54.505588
8,1216,2023-04-27T01:39:54.505590
18,3991,2023-04-26T13:53:54.505592
25,2363,2023-04-26T18:20:54.505593
4,2519,2023-04-27T03:17:54.505595
21,893,2023-04-26T22:35:54.505597
18,3314,2023-04-27T08:29:54.505599
16,2476,2023-04-27T07:20:54.505600
0,678,2023-04-27T11:25:54.505602
6,2722,2023-04-27T11:54:54.505604
15,2336,2023-04-27T01:25:54.505605
0,2088,2023-04-26T17:49:54.505607
28,320,2023-04-26T19:59:54.505609
14,4745,2023-04-26T18:49:54.505610
7,3191,2023-04-26T15:29:54.505612
7,3297,2023-04-27T08:18:54.505614
5,2007,2023-04-26T14:21:54.505616
1,1295,2023-04-26T15:52:54.505617
25,960,2023-04-27T13:26:54.505619
17,3001,2023-04-27T08:08:54.505621
24,4664,2023-04-26T15:11:54.505622
18,3351,2023-04-27T03:46:54.505624
25,2658,2023-04-27T09:59:54.505626
9,4434,2023-04-26T22:17:54.505627
3,259,2023-04-27T10:17:54.505629
5,4412,2023-04-26T19:10:54.505631
4,1919,2023-04-27T10:01:54.505632
11,3365,2023-04-26T23:24:54.505634
26,4944,2023-04-26T13:43:54.505636
23,523,2023-04-27T11:57:54.505637
15,3018,2023-04-27T03:31:54.505639
19,4503,2023-04-27T06:46:54.505641
16,423,2023-04-26T19:20:54.505643
9,562,2023-04-27T12:46:54.505644
14,3392,2023-04-27T06:09:54.505646
15,736,2023-04-26T17:02:54.505648
19,2120,2023-04-26T16:33:54.505650
17,4810,2023-04-26T20:32:54.505651
13,1153,2023-04-26T15:48:54.505653
27,2652,2023-04-27T09:29:54.505655
25,2428,2023-04-27T03:17:54.505656
5,3819,2023-04-26T13:51:54.505658
23,4489,2023-04-26T17:30:54.505660
18,1379,2023-04-27T11:17:54.505661
5,3239,2023-04-27T10:26:54.505663
16,4552,2023-04-26T15:35:54.505665
7,1918,2023-04-26T22:49:54.505666
20,405,2023-04-27T04:08:54.505668
22,1344,2023-04-27T10:46:54.505670
28,3524,2023-04-26T16:56:54.505672
26,120,2023-04-27T08:55:54.505673
28,3998,2023-04-26T17:37:54.505675
26,4492,2023-04-27T00:10:54.505677
23,1571,2023-04-26T21:39:54.505678
28,3989,2023-04-26T14:01:54.505680
7,2657,2023-04-26T23:49:54.505682
3,2509,2023-04-26T20:00:54.505683
3,4726,2023-04-26T21:52:54.505685
14,2819,2023-04-27T06:10:54.505687
13,4483,2023-04-27T03:44:54.505688
18,1072,2023-04-26T17:52:54.505690
16,1417,2023-04-27T13:31:54.505692
3,353,2023-04-26T19:51:54.505693
17,4086,2023-04-27T06:59:54.505695
12,3476,2023-04-26T13:51:54.505697
19,1217,2023-04-26T23:26:54.505698
4,3566,2023-04-26T14:43:54.505700
11,2672,2023-04-26T16:46:54.505702
18,2251,2023-04-26T19:04:54.505703
26,666,2023-04-26T21:36:54.505705
11,1589,2023-04-27T01:43:54.505707
12,2297,2023-04-27T10:38:54.505708
20,2402,2023-04-27T01:57:54.505710
21,680,2023-04-27T00:25:54.505712
15,931,2023-04-27T08:06:54.505713
24,422,2023-04-27T02:21:54.505715
13,348,2023-04-27T01:05:54.505717
7,4657,2023-04-27T03:00:54.505718
17,1292,2023-04-27T06:12:54.505720
26,238,2023-04-26T21:04:54.505722
10,6750,2023-04-27T09:20:54.505723
22,1788,2023-04-27T04:02:54.505725
12,24,2023-04-27T06:18:54.505727
0,2989,2023-04-26T18:49:54.505729
17,4209,2023-04-27T06:38:54.505730
14,3466,2023-04-26T19:11:54.505732
5,2211,2023-04-26T15:43:54.505734
7,3803,2023-04-26T21:37:54.505736
9,1368,2023-04-27T10:56:54.505737
13,3223,2023-04-26T14:09:54.505739
1,4334,2023-04-26T19:20:54.505741
25,2291,2023-04-26T22:21:54.505742
26,446,2023-04-26T23:42:54.505744
3,3677,2023-04-26T23:28:54.505746
2,4523,2023-04-27T08:33:54.505747
22,1381,2023-04-27T06:13:54.505749
1,4381,2023-04-27T03:32:54.505754
19,794,2023-04-27T11:30:54.505756
14,2975,2023-04-27T02:11:54.505758
29,2869,2023-04-27T12:02:54.505760
3,4654,2023-04-26T18:24:54.505761
11,233,2023-04-27T13:16:54.505763
20,1933,2023-04-26T14:30:54.505765
20,2185,2023-04-27T09:51:54.505766
26,1535,2023-04-26T21:44:54.505768
3,803,2023-04-27T01:04:54.505770
26,4269,2023-04-26T19:03:54.505772
20,4476,2023-04-26T15:11:54.505773
8,2511,2023-04-26T13:38:54.505775
9,3827,2023-04-26T23:34:54.505777
16,1711,2023-04-26T18:30:54.505778
2,2260,2023-04-26T16:26:54.505780
1,729,2023-04-27T00:39:54.505782
25,3168,2023-04-27T08:59:54.505783
1,2249,2023-04-26T13:58:54.505785
4,3530,2023-04-27T03:12:54.505787
11,3541,2023-04-26T23:35:54.505789
26,4772,2023-04-27T11:28:54.505790
18,3371,2023-04-26T18:17:54.505792
11,2952,2023-04-26T19:08:54.505794
22,4730,2023-04-26T19:49:54.505795
14,3159,2023-04-27T00:03:54.505797
20,1319,2023-04-27T04:37:54.505799
4,4091,2023-04-27T09:22:54.505800
19,1322,2023-04-27T07:41:54.505802
3,4575,2023-04-27T05:16:54.505804
28,3336,2023-04-26T14:06:54.505805
29,1720,2023-04-27T04:23:54.505807
2,1160,2023-04-27T06:04:54.505809
1,1946,2023-04-26T20:19:54.505811
26,1435,2023-04-26T23:09:54.505812
13,769,2023-04-27T10:57:54.505814
13,4161,2023-04-26T14:03:54.505816
8,2461,2023-04-27T11:09:54.505817
10,7510,2023-04-26T18:33:54.505819
21,403,2023-04-27T03:50:54.505821
17,796,2023-04-27T08:54:54.505823
22,2658,2023-04-26T22:58:54.505824
16,751,2023-04-27T07:53:54.505826
22,2488,2023-04-27T01:10:54.505828
7,4498,2023-04-27T12:54:54.505829
24,94,2023-04-26T20:32:54.505831
28,522,2023-04-26T18:31:54.505833
28,3109,2023-04-26T17:28:54.505834
16,2366,2023-04-26T19:56:54.505836
19,2264,2023-04-26T22:18:54.505838
10,16743,2023-04-26T18:17:54.505839
24,898,2023-04-27T04:16:54.505841
29,4945,2023-04-26T15:51:54.505843
18,105,2023-04-26T19:29:54.505844
16,1688,2023-04-26T13:49:54.505846
16,1559,2023-04-27T00:28:54.505848
18,81,2023-04-26T19:10:54.505849
22,3937,2023-04-27T08:51:54.505851
19,3991,2023-04-27T09:34:54.505853
1,2507,2023-04-27T07:29:54.505854
18,2052,2023-04-27T04:42:54.505856
18,643,2023-04-27T01:11:54.505858
28,1281,2023-04-27T06:01:54.505860
13,4146,2023-04-27T01:11:54.505861
8,532,2023-04-27T02:39:54.505863
27,166,2023-04-26T17:35:54.505865
16,4468,2023-04-27T10:41:54.505866
11,3103,2023-04-26T18:01:54.505868
19,1909,2023-04-27T02:53:54.505870
21,3979,2023-04-27T08:11:54.505871
16,3194,2023-04-27T07:39:54.505873
8,20,2023-04-26T23:22:54.505875
9,4857,2023-04-26T21:17:54.505876
3,1100,2023-04-26T17:04:54.505878
8,1508,2023-04-26T21:30:54.505880
10,6342,2023-04-27T04:24:54.505882
25,137,2023-04-27T05:06:54.505883
0,3652,2023-04-27T00:25:54.505885
11,1750,2023-04-26T21:30:54.505887
24,2698,2023-04-26T15:10:54.505888
27,4445,2023-04-27T04:13:54.505890
25,4217,2023-04-27T05:29:54.505892
0,3230,2023-04-27T02:43:54.505893
12,3166,2023-04-26T19:14:54.505895
4,3514,2023-04-27T06:57:54.505897
10,1665,2023-04-26T20:14:54.505899
29,3854,2023-04-27T13:19:54.505900
5,1255,2023-04-26T22:10:54.505902
5,2386,2023-04-26T16:43:54.505904
1,3308,2023-04-26T22:11:54.505906
25,1033,2023-04-26T18:52:54.505907
22,2903,2023-04-26T19:30:54.505909
15,4323,2023-04-27T01:42:54.505911
17,464,2023-04-26T17:54:54.505912
10,7616,2023-04-26T21:25:54.505914
13,2978,2023-04-26T23:11:54.505916
16,4495,2023-04-26T15:38:54.505917
2,1303,2023-04-27T08:39:54.505919
9,4280,2023-04-27T08:43:54.505921
28,4730,2023-04-27T01:25:54.505922
22,671,2023-04-27T08:15:54.505924
1,469,2023-04-27T03:31:54.505926
0,1369,2023-04-26T17:16:54.505927
13,4314,2023-04-27T01:42:54.505929
25,2281,2023-04-27T02:19:54.505931
19,3122,2023-04-26T17:12:54.505933
26,4440,2023-04-27T08:11:54.505934
8,427,2023-04-26T14:24:54.505936
6,3465,2023-04-27T00:21:54.505938
5,4063,2023-04-27T07:23:54.505939
17,2235,2023-04-26T22:19:54.505941
11,2426,2023-04-26T23:20:54.505943
22,1507,2023-04-27T11:41:54.505944
29,4528,2023-04-27T11:44:54.505946
20,2451,2023-04-27T07:34:54.505948
3,2623,2023-04-27T02:56:54.505950
27,1989,2023-04-26T19:42:54.505951
19,2324,2023-04-27T10:34:54.505953
16,4337,2023-04-27T07:42:54.505955
27,1828,2023-04-27T03:12:54.505957
2,2701,2023-04-27T08:30:54.505958
2,850,2023-04-26T14:36:54.505960
7,2428,2023-04-26T18:59:54.505962
9,4170,2023-04-26T20:02:54.505963
0,3093,2023-04-27T05:45:54.505965
23,1050,2023-04-27T07:58:54.505967
2,2182,2023-04-27T13:27:54.505969
8,2656,2023-04-26T21:03:54.505970
18,1195,2023-04-27T00:58:54.505972
25,1783,2023-04-27T00:12:54.505974
29,4308,2023-04-26T17:19:54.505975
25,3066,2023-04-26T17:08:54.505977
7,2764,2023-04-27T10:58:54.505979
22,4064,2023-04-27T13:36:54.505980
20,1222,2023-04-26T22:57:54.505982
26,3472,2023-04-26T16:47:54.505984
7,1817,2023-04-27T06:55:54.505986
29,373,2023-04-26T20:36:54.505987
12,972,2023-04-27T01:47:54.505989
23,1301,2023-04-27T00:26:54.505991
17,3410,2023-04-27T04:07:54.505992
2,2207,2023-04-26T20:30:54.505994
22,1973,2023-04-26T16:12:54.505996
28,2239,2023-04-26T22:38:54.505998
6,1625,2023-04-26T19:46:54.505999
4,3762,2023-04-26T20:46:54.506001
16,3787,2023-04-26T23:21:54.506003
15,4448,2023-04-26T18:14:54.506004
12,1054,2023-04-26T15:17:54.506006
6,3029,2023-04-27T01:07:54.506008
3,298,2023-04-26T21:14:54.506009
5,3807,2023-04-26T15:55:54.506011
27,4481,2023-04-27T03:02:54.506013
7,780,2023-04-26T13:40:54.506015
13,1224,2023-04-26T14:44:54.506016
27,3956,2023-04-26T17:42:54.506018
26,3818,2023-04-26T14:14:54.506020
17,1488,2023-04-27T13:20:54.506021
23,2392,2023-04-27T04:12:54.506023
13,2188,2023-04-26T21:07:54.506025
8,2546,2023-04-27T06:51:54.506026
21,3177,2023-04-27T05:40:54.506028
22,1676,2023-04-27T02:52:54.506030
6,1800,2023-04-27T10:35:54.506031
5,1836,2023-04-27T10:24:54.506033
19,2701,2023-04-27T06:38:54.506035
20,1574,2023-04-27T12:12:54.506036
2,3586,2023-04-26T19:08:54.506038
10,2971,2023-04-26T15:11:54.506040
21,992,2023-04-26T21:40:54.506041
19,1144,2023-04-27T13:15:54.506043
27,4518,2023-04-27T02:07:54.506045
3,4006,2023-04-27T09:55:54.506047
25,1285,2023-04-27T03:04:54.506048
1,4848,2023-04-26T13:54:54.506050
17,567,2023-04-27T10:56:54.506052
1,1553,2023-04-26T17:08:54.506053
28,2670,2023-04-26T23:06:54.506055
13,3571,2023-04-26T20:04:54.506057
27,2970,2023-04-27T01:46:54.506058
28,2198,2023-04-27T03:14:54.506060
12,1773,2023-04-26T20:59:54.506062
5,4363,2023-04-27T00:31:54.506063
4,1517,2023-04-27T13:29:54.506065
10,5063,2023-04-27T04:13:54.506067
4,796,2023-04-26T14:38:54.506068
27,3724,2023-04-26T20:58:54.506070
6,2163,2023-04-26T15:00:54.506072
18,1208,2023-04-26T14:40:54.506074
10,16981,2023-04-26T15:02:54.506075
6,2425,2023-04-26T20:24:54.506077
20,982,2023-04-27T05:47:54.506079
10,13218,2023-04-27T04:57:54.506080
2,4271,2023-04-27T08:05:54.506082
24,4811,2023-04-27T07:41:54.506084
4,1651,2023-04-27T11:41:54.506085
13,821,2023-04-26T22:42:54.506087
29,4191,2023-04-26T21:04:54.506089
9,889,2023-04-27T10:46:54.506091
26,3937,2023-04-27T01:02:54.506092
1,240,2023-04-26T17:21:54.506094
21,4712,2023-04-26T23:20:54.506096
8,2159,2023-04-27T13:08:54.506097
3,3492,2023-04-26T21:19:54.506099
27,3589,2023-04-26T18:35:54.506105
3,2306,2023-04-27T04:30:54.506106
28,4800,2023-04-27T00:38:54.506108
3,1519,2023-04-27T04:08:54.506110
9,3410,2023-04-26T16:09:54.506111
28,864,2023-04-26T15:31:54.506113
11,4532,2023-04-26T23:35:54.506115
23,2002,2023-04-27T03:08:54.506116
0,2380,2023-04-27T03:26:54.506118
6,1821,2023-04-27T08:51:54.506120
8,4325,2023-04-26T23:48:54.506121
17,1610,2023-04-26T14:29:54.506123
15,3620,2023-04-27T10:16:54.506125
8,1196,2023-04-26T22:10:54.506126
21,1513,2023-04-27T06:15:54.506128
25,3367,2023-04-27T06:16:54.506130
10,13344,2023-04-26T15:44:54.506131
4,2134,2023-04-26T23:52:54.506133
0,626,2023-04-26T18:47:54.506134
11,1679,2023-04-27T07:18:54.506136
25,4429,2023-04-26T22:43:54.506138
26,2372,2023-04-27T13:06:54.506140
4,1330,2023-04-26T18:09:54.506141
17,1976,2023-04-27T12:19:54.506143
29,1793,2023-04-26T20:31:54.506145
11,2994,2023-04-26T19:18:54.506146
8,3758,2023-04-27T09:03:54.506148
22,3345,2023-04-27T09:19:54.506150
25,4294,2023-04-26T23:36:54.506151
13,1205,2023-04-27T07:42:54.506153
25,1729,2023-04-26T19:36:54.506154
9,654,2023-04-27T04:29:54.506156
28,4517,2023-04-26T18:06:54.506158
9,701,2023-04-26T23:05:54.506160
5,3776,2023-04-27T01:15:54.506161
0,2989,2023-04-26T21:45:54.506163
23,3103,2023-04-27T07:32:54.506165
15,1281,2023-04-27T12:13:54.506166
20,2637,2023-04-27T10:52:54.506168
21,3070,2023-04-27T01:14:54.506170
18,3536,2023-04-26T17:29:54.506171
11,230,2023-04-27T10:01:54.506173
7,4616,2023-04-27T05:09:54.506175
6,2849,2023-04-26T15:58:54.506177
25,479,2023-04-26T23:25:54.506178
26,2090,2023-04-27T06:55:54.506180
28,2900,2023-04-27T09:19:54.506182
10,7598,2023-04-26T20:30:54.506183
3,4147,2023-04-26T13:46:54.506185
23,997,2023-04-26T14:40:54.506187
11,1968,2023-04-26T21:16:54.506189
29,4253,2023-04-26T17:18:54.506190
22,43,2023-04-26T22:51:54.506192
3,4115,2023-04-26T14:05:54.506194
11,1481,2023-04-27T05:56:54.506195
5,258,2023-04-27T09:25:54.506197
24,180,2023-04-27T00:11:54.506199
17,651,2023-04-27T10:40:54.506201
16,4494,2023-04-27T07:09:54.506202
0,1895,2023-04-27T09:23:54.506204
27,3376,2023-04-26T15:53:54.506206
19,3107,2023-04-26T22:27:54.506208
14,2484,2023-04-26T19:02:54.506209
15,800,2023-04-26T22:44:54.506211
14,1287,2023-04-27T08:43:54.506213
1,1165,2023-04-26T23:25:54.506214
25,654,2023-04-27T11:55:54.506216
27,4582,2023-04-26T14:54:54.506218
22,2921,2023-04-27T11:22:54.506219
12,735,2023-04-27T13:15:54.506221
18,4442,2023-04-27T09:17:54.506223
8,3094,2023-04-27T00:50:54.506225
11,3934,2023-04-27T06:26:54.506226
24,4017,2023-04-27T02:33:54.506228
20,4711,2023-04-27T06:47:54.506230
2,924,2023-04-26T21:18:54.506231
25,1659,2023-04-27T07:41:54.506233
9,2103,2023-04-26T22:45:54.506235
24,2891,2023-04-27T01:31:54.506236
16,3945,2023-04-26T15:05:54.506238
5,3530,2023-04-27T02:13:54.506240
20,4288,2023-04-27T05:08:54.506242
29,1966,2023-04-26T23:31:54.506243
11,4585,2023-04-27T12:35:54.506245
22,2943,2023-04-27T02:09:54.506247
1,1043,2023-04-26T14:54:54.506248
10,8231,2023-04-27T08:53:54.506250
14,690,2023-04-27T10:52:54.506252
23,424,2023-04-26T23:08:54.506254
20,1001,2023-04-27T05:15:54.506255
11,2565,2023-04-27T05:46:54.506257
24,455,2023-04-26T19:04:54.506259
16,1151,2023-04-26T19:51:54.506261
21,3754,2023-04-26T23:22:54.506262
19,4805,2023-04-26T20:11:54.506264
22,2619,2023-04-27T04:42:54.506266
18,1226,2023-04-26T22:34:54.506267
25,646,2023-04-27T10:39:54.506269
21,4278,2023-04-27T07:36:54.506271
16,202,2023-04-26T21:58:54.506272
27,1307,2023-04-27T13:22:54.506274
19,3074,2023-04-27T12:13:54.506276
23,3843,2023-04-27T10:49:54.506277
20,476,2023-04-26T15:32:54.506279
24,3841,2023-04-27T12:12:54.506281
20,410,2023-04-26T22:33:54.506282
12,142,2023-04-26T19:53:54.506284
26,3844,2023-04-27T02:39:54.506286
27,222,2023-04-27T00:50:54.506287
25,634,2023-04-27T02:08:54.506289
23,5000,2023-04-27T03:06:54.506291
16,813,2023-04-26T18:51:54.506293
14,800,2023-04-27T09:41:54.506294
12,1100,2023-04-27T11:05:54.506296
12,4305,2023-04-26T22:00:54.506298
29,468,2023-04-26T20:12:54.506299
8,1316,2023-04-27T08:14:54.506301
3,1290,2023-04-26T22:12:54.506303
4,507,2023-04-26T14:45:54.506304
21,2531,2023-04-27T08:38:54.506306
11,1867,2023-04-27T03:24:54.506308
7,4433,2023-04-27T12:22:54.506309
8,3205,2023-04-26T22:49:54.506311
17,3658,2023-04-26T21:50:54.506313
16,1380,2023-04-26T18:32:54.506314
22,1794,2023-04-27T09:24:54.506316
25,1133,2023-04-27T08:40:54.506318
12,3377,2023-04-26T14:47:54.506319
0,319,2023-04-26T15:23:54.506321
27,3094,2023-04-26T18:57:54.506323
6,3834,2023-04-26T18:46:54.506325
2,238,2023-04-26T21:27:54.506326
28,241,2023-04-27T12:08:54.506328
12,1968,2023-04-27T01:19:54.506330
16,1953,2023-04-27T11:08:54.506331
16,4405,2023-04-26T19:01:54.506333
10,1736,2023-04-27T09:55:54.506335
23,3849,2023-04-27T05:07:54.506337
11,3453,2023-04-27T01:23:54.506338
28,3606,2023-04-27T04:32:54.506340
6,1146,2023-04-26T19:47:54.506342
20,2584,2023-04-26T20:43:54.506343
29,1322,2023-04-27T00:05:54.506345
22,3085,2023-04-27T12:13:54.506347
4,1683,2023-04-26T17:41:54.506349
20,4094,2023-04-27T10:15:54.506350
2,3974,2023-04-27T01:24:54.506352
25,3387,2023-04-26T21:45:54.506354
5,641,2023-04-27T01:15:54.506355
6,4095,2023-04-27T12:34:54.506357
26,3449,2023-04-27T01:13:54.506359
7,2766,2023-04-27T09:39:54.506361
11,4864,2023-04-26T16:53:54.506362
4,3599,2023-04-27T12:27:54.506364
13,1755,2023-04-26T16:56:54.506366
18,4483,2023-04-27T04:23:54.506367
29,786,2023-04-26T20:47:54.506369
29,3952,2023-04-27T11:48:54.506371
0,3561,2023-04-26T15:59:54.506373
10,8631,2023-04-27T10:17:54.506374
20,2980,2023-04-27T08:34:54.506376
6,3889,2023-04-26T22:03:54.506378
3,1758,2023-04-27T04:46:54.506380
19,640,2023-04-26T14:16:54.506381
20,3693,2023-04-27T01:42:54.506383
17,1791,2023-04-27T02:19:54.506385
8,4805,2023-04-27T09:53:54.506386
4,3834,2023-04-27T00:46:54.506388
4,4259,2023-04-27T04:56:54.506390
22,634,2023-04-27T06:28:54.506391
4,833,2023-04-27T07:49:54.506393
6,2421,2023-04-27T00:18:54.506395
6,3545,2023-04-27T09:29:54.506397
8,3663,2023-04-26T13:58:54.506398
7,2112,2023-04-26T22:37:54.506400
5,4418,2023-04-26T19:11:54.506402
24,1594,2023-04-26T22:11:54.506403
9,1469,2023-04-27T03:13:54.506405
27,1909,2023-04-27T12:00:54.506407
20,4230,2023-04-27T11:21:54.506409
24,2657,2023-04-27T11:33:54.506410
24,219,2023-04-27T03:59:54.506412
18,4181,2023-04-26T13:58:54.506414
12,4628,2023-04-27T01:23:54.506415
17,4054,2023-04-26T13:45:54.506417
19,3068,2023-04-27T03:44:54.506419
2,3095,2023-04-27T08:23:54.506420
24,718,2023-04-26T13:38:54.506422
29,224,2023-04-26T15:31:54.506424
29,58,2023-04-27T00:58:54.506425
12,1954,2023-04-27T07:43:54.506427
